sample_index,received_timestamp_sec,source_timestamp_sec,Fx,Fy,Fz,user_number,object_diameter_mm,task_performed,trial_number,sensor_number,finger_name,topic,raw_msg_length
,,1781121150.601141453,0.361624695,0.571890445,-1.094226088,,,,,,,,
,,1781121150.617451429,0.412639814,0.689264881,-1.155901190,,,,,,,,
,,1781121150.632628918,0.367184397,0.835315590,-1.162144883,,,,,,,,
,,1781121150.651178122,0.245780877,0.880637535,-1.141696746,,,,,,,,
,,1781121150.667764187,0.146206492,0.831670579,-1.068167214,,,,,,,,
,,1781121150.684421062,0.108739519,0.847256242,-1.069702593,,,,,,,,
,,1781121150.701147318,0.102658763,0.988716983,-1.009387053,,,,,,,,
,,1781121150.717887878,0.046620853,1.114366708,-0.952796316,,,,,,,,
,,1781121150.734570265,0.090312247,1.075178327,-0.945765022,,,,,,,,
,,1781121150.751196146,0.186439929,1.024414700,-0.893719247,,,,,,,,
